i,j,x,sampno
90,9,1,1
91,9,1,1
94,9,1,1
95,9,1,1
98,9,1,1
99,9,1,1
100,9,1,1
102,9,1,1
103,9,1,1
104,9,1,1
105,9,1,1
106,9,1,1
114,9,1,1
115,9,1,1
116,9,1,1
118,9,1,1
119,9,1,1
121,9,1,1
127,9,1,1
128,9,1,1
129,9,1,1
133,9,1,1
134,9,1,1
135,9,1,1
137,9,1,1
138,9,1,1
139,9,1,1
140,9,1,1
141,9,1,1
142,9,1,1
143,9,1,1
144,9,1,1
147,9,1,1
151,9,1,1
154,9,1,1
155,9,1,1
156,9,1,1
158,9,1,1
160,9,1,1
164,9,1,1
170,9,1,1
171,9,1,1
178,9,1,1
179,9,1,1
181,9,1,1
184,9,1,1
190,9,1,1
194,9,1,1
195,9,1,1
197,9,1,1
199,9,1,1
202,9,1,1
204,9,1,1
206,9,1,1
207,9,1,1
209,9,1,1
211,9,1,1
213,9,1,1
214,9,1,1
215,9,1,1
216,9,1,1
217,9,1,1
218,9,1,1
219,9,1,1
222,9,1,1
223,9,1,1
225,9,1,1
228,9,1,1
233,9,1,1
237,9,1,1
243,9,1,1
248,9,1,1
1,10,1,1
3,10,1,1
5,10,1,1
6,10,1,1
7,10,1,1
13,10,1,1
14,10,1,1
16,10,1,1
17,10,1,1
22,10,1,1
29,10,1,1
30,10,1,1
34,10,1,1
36,10,1,1
38,10,1,1
39,10,1,1
40,10,1,1
44,10,1,1
47,10,1,1
48,10,1,1
53,10,1,1
55,10,1,1
57,10,1,1
60,10,1,1
61,10,1,1
62,10,1,1
63,10,1,1
64,10,1,1
65,10,1,1
67,10,1,1
69,10,1,1
74,10,1,1
76,10,1,1
77,10,1,1
81,10,1,1
83,10,1,1
84,10,1,1
87,10,1,1
89,10,1,1
90,10,1,1
91,10,1,1
93,10,1,1
94,10,1,1
95,10,1,1
99,10,1,1
105,10,1,1
106,10,1,1
108,10,1,1
110,10,1,1
112,10,1,1
114,10,1,1
115,10,1,1
116,10,1,1
117,10,1,1
118,10,1,1
119,10,1,1
121,10,1,1
123,10,1,1
125,10,1,1
126,10,1,1
128,10,1,1
132,10,1,1
133,10,1,1
134,10,1,1
135,10,1,1
138,10,1,1
139,10,1,1
140,10,1,1
141,10,1,1
148,10,1,1
149,10,1,1
152,10,1,1
153,10,1,1
154,10,1,1
156,10,1,1
159,10,1,1
160,10,1,1
162,10,1,1
164,10,1,1
165,10,1,1
167,10,1,1
168,10,1,1
171,10,1,1
174,10,1,1
175,10,1,1
178,10,1,1
179,10,1,1
180,10,1,1
181,10,1,1
183,10,1,1
185,10,1,1
187,10,1,1
190,10,1,1
191,10,1,1
193,10,1,1
194,10,1,1
197,10,1,1
198,10,1,1
199,10,1,1
200,10,1,1
204,10,1,1
206,10,1,1
207,10,1,1
211,10,1,1
213,10,1,1
214,10,1,1
215,10,1,1
217,10,1,1
218,10,1,1
219,10,1,1
221,10,1,1
224,10,1,1
226,10,1,1
229,10,1,1
237,10,1,1
241,10,1,1
243,10,1,1
244,10,1,1
248,10,1,1
1,11,1,1
5,11,1,1
7,11,1,1
8,11,1,1
9,11,1,1
10,11,1,1
12,11,1,1
14,11,1,1
17,11,1,1
22,11,1,1
26,11,1,1
27,11,1,1
28,11,1,1
30,11,1,1
34,11,1,1
35,11,1,1
39,11,1,1
40,11,1,1
43,11,1,1
44,11,1,1
47,11,1,1
52,11,1,1
53,11,1,1
55,11,1,1
57,11,1,1
61,11,1,1
65,11,1,1
67,11,1,1
70,11,1,1
71,11,1,1
72,11,1,1
75,11,1,1
78,11,1,1
79,11,1,1
87,11,1,1
88,11,1,1
92,11,1,1
93,11,1,1
95,11,1,1
98,11,1,1
99,11,1,1
101,11,1,1
106,11,1,1
107,11,1,1
108,11,1,1
115,11,1,1
119,11,1,1
120,11,1,1
121,11,1,1
123,11,1,1
124,11,1,1
126,11,1,1
127,11,1,1
129,11,1,1
130,11,1,1
134,11,1,1
135,11,1,1
136,11,1,1
139,11,1,1
142,11,1,1
143,11,1,1
144,11,1,1
145,11,1,1
146,11,1,1
152,11,1,1
163,11,1,1
166,11,1,1
172,11,1,1
178,11,1,1
179,11,1,1
180,11,1,1
182,11,1,1
183,11,1,1
185,11,1,1
189,11,1,1
191,11,1,1
194,11,1,1
195,11,1,1
199,11,1,1
200,11,1,1
205,11,1,1
209,11,1,1
212,11,1,1
214,11,1,1
215,11,1,1
218,11,1,1
219,11,1,1
227,11,1,1
234,11,1,1
238,11,1,1
240,11,1,1
242,11,1,1
244,11,1,1
248,11,1,1
250,11,1,1
2,12,1,1
6,12,1,1
7,12,1,1
11,12,1,1
17,12,1,1
28,12,1,1
29,12,1,1
33,12,1,1
38,12,1,1
44,12,1,1
53,12,1,1
57,12,1,1
58,12,1,1
71,12,1,1
81,12,1,1
82,12,1,1
86,12,1,1
95,12,1,1
97,12,1,1
101,12,1,1
107,12,1,1
111,12,1,1
114,12,1,1
115,12,1,1
116,12,1,1
117,12,1,1
120,12,1,1
127,12,1,1
129,12,1,1
133,12,1,1
135,12,1,1
152,12,1,1
153,12,1,1
160,12,1,1
161,12,1,1
169,12,1,1
170,12,1,1
171,12,1,1
172,12,1,1
176,12,1,1
182,12,1,1
183,12,1,1
184,12,1,1
187,12,1,1
189,12,1,1
190,12,1,1
192,12,1,1
193,12,1,1
195,12,1,1
196,12,1,1
199,12,1,1
200,12,1,1
203,12,1,1
205,12,1,1
206,12,1,1
208,12,1,1
212,12,1,1
213,12,1,1
215,12,1,1
219,12,1,1
220,12,1,1
222,12,1,1
225,12,1,1
226,12,1,1
228,12,1,1
230,12,1,1
231,12,1,1
237,12,1,1
244,12,1,1
245,12,1,1
248,12,1,1
249,12,1,1
250,12,1,1
6,13,1,1
7,13,1,1
12,13,1,1
17,13,1,1
39,13,1,1
50,13,1,1
52,13,1,1
56,13,1,1
57,13,1,1
64,13,1,1
70,13,1,1
79,13,1,1
80,13,1,1
81,13,1,1
88,13,1,1
96,13,1,1
98,13,1,1
112,13,1,1
116,13,1,1
120,13,1,1
122,13,1,1
123,13,1,1
133,13,1,1
135,13,1,1
136,13,1,1
143,13,1,1
176,13,1,1
179,13,1,1
193,13,1,1
199,13,1,1
203,13,1,1
208,13,1,1
222,13,1,1
228,13,1,1
238,13,1,1
244,13,1,1
248,13,1,1
250,13,1,1
140,4,1,501
25,5,1,501
40,5,1,501
68,5,1,501
5,6,1,501
7,6,1,501
13,6,1,501
32,6,1,501
36,6,1,501
40,6,1,501
41,6,1,501
44,6,1,501
46,6,1,501
49,6,1,501
58,6,1,501
60,6,1,501
63,6,1,501
68,6,1,501
73,6,1,501
81,6,1,501
85,6,1,501
89,6,1,501
99,6,1,501
103,6,1,501
105,6,1,501
109,6,1,501
112,6,1,501
114,6,1,501
129,6,1,501
136,6,1,501
142,6,1,501
144,6,1,501
147,6,1,501
152,6,1,501
153,6,1,501
155,6,1,501
158,6,1,501
162,6,1,501
175,6,1,501
177,6,1,501
178,6,1,501
182,6,1,501
183,6,1,501
189,6,1,501
201,6,1,501
229,6,1,501
232,6,1,501
1,7,1,501
3,7,1,501
5,7,1,501
6,7,1,501
7,7,1,501
10,7,1,501
13,7,1,501
14,7,1,501
23,7,1,501
25,7,1,501
29,7,1,501
32,7,1,501
34,7,1,501
36,7,1,501
40,7,1,501
41,7,1,501
46,7,1,501
51,7,1,501
57,7,1,501
64,7,1,501
65,7,1,501
68,7,1,501
74,7,1,501
76,7,1,501
81,7,1,501
84,7,1,501
85,7,1,501
94,7,1,501
95,7,1,501
98,7,1,501
100,7,1,501
103,7,1,501
105,7,1,501
106,7,1,501
112,7,1,501
114,7,1,501
115,7,1,501
116,7,1,501
128,7,1,501
129,7,1,501
133,7,1,501
135,7,1,501
136,7,1,501
137,7,1,501
140,7,1,501
142,7,1,501
144,7,1,501
147,7,1,501
149,7,1,501
153,7,1,501
155,7,1,501
158,7,1,501
160,7,1,501
171,7,1,501
175,7,1,501
177,7,1,501
178,7,1,501
179,7,1,501
181,7,1,501
182,7,1,501
183,7,1,501
198,7,1,501
200,7,1,501
201,7,1,501
215,7,1,501
216,7,1,501
218,7,1,501
224,7,1,501
228,7,1,501
229,7,1,501
232,7,1,501
233,7,1,501
244,7,1,501
12,8,1,501
36,8,1,501
58,8,1,501
60,8,1,501
76,8,1,501
90,8,1,501
95,8,1,501
99,8,1,501
121,8,1,501
128,8,1,501
135,8,1,501
142,8,1,501
160,8,1,501
164,8,1,501
175,8,1,501
188,8,1,501
189,8,1,501
201,8,1,501
202,8,1,501
207,8,1,501
218,8,1,501
224,8,1,501
228,8,1,501
246,8,1,501
4,9,1,501
12,9,1,501
38,9,1,501
40,9,1,501
68,9,1,501
81,9,1,501
84,9,1,501
89,9,1,501
91,9,1,501
98,9,1,501
106,9,1,501
114,9,1,501
116,9,1,501
139,9,1,501
140,9,1,501
141,9,1,501
147,9,1,501
149,9,1,501
183,9,1,501
194,9,1,501
195,9,1,501
199,9,1,501
202,9,1,501
203,9,1,501
211,9,1,501
216,9,1,501
223,9,1,501
1,10,1,501
3,10,1,501
4,10,1,501
6,10,1,501
15,10,1,501
17,10,1,501
18,10,1,501
22,10,1,501
24,10,1,501
27,10,1,501
29,10,1,501
30,10,1,501
31,10,1,501
32,10,1,501
34,10,1,501
35,10,1,501
36,10,1,501
37,10,1,501
38,10,1,501
39,10,1,501
41,10,1,501
42,10,1,501
43,10,1,501
44,10,1,501
45,10,1,501
46,10,1,501
47,10,1,501
49,10,1,501
51,10,1,501
55,10,1,501
57,10,1,501
58,10,1,501
59,10,1,501
61,10,1,501
62,10,1,501
65,10,1,501
66,10,1,501
67,10,1,501
68,10,1,501
69,10,1,501
72,10,1,501
73,10,1,501
74,10,1,501
75,10,1,501
76,10,1,501
81,10,1,501
85,10,1,501
87,10,1,501
91,10,1,501
93,10,1,501
95,10,1,501
100,10,1,501
101,10,1,501
104,10,1,501
105,10,1,501
106,10,1,501
108,10,1,501
109,10,1,501
110,10,1,501
112,10,1,501
114,10,1,501
115,10,1,501
116,10,1,501
117,10,1,501
118,10,1,501
121,10,1,501
123,10,1,501
125,10,1,501
126,10,1,501
127,10,1,501
128,10,1,501
130,10,1,501
132,10,1,501
133,10,1,501
134,10,1,501
135,10,1,501
136,10,1,501
137,10,1,501
138,10,1,501
139,10,1,501
140,10,1,501
141,10,1,501
143,10,1,501
144,10,1,501
145,10,1,501
147,10,1,501
148,10,1,501
149,10,1,501
151,10,1,501
154,10,1,501
158,10,1,501
159,10,1,501
160,10,1,501
162,10,1,501
163,10,1,501
167,10,1,501
168,10,1,501
170,10,1,501
171,10,1,501
173,10,1,501
175,10,1,501
177,10,1,501
178,10,1,501
179,10,1,501
180,10,1,501
181,10,1,501
182,10,1,501
183,10,1,501
185,10,1,501
189,10,1,501
190,10,1,501
191,10,1,501
193,10,1,501
194,10,1,501
195,10,1,501
197,10,1,501
199,10,1,501
201,10,1,501
203,10,1,501
204,10,1,501
205,10,1,501
206,10,1,501
207,10,1,501
209,10,1,501
211,10,1,501
213,10,1,501
214,10,1,501
215,10,1,501
219,10,1,501
222,10,1,501
223,10,1,501
224,10,1,501
227,10,1,501
228,10,1,501
229,10,1,501
232,10,1,501
233,10,1,501
237,10,1,501
239,10,1,501
241,10,1,501
243,10,1,501
244,10,1,501
247,10,1,501
248,10,1,501
8,11,1,501
62,11,1,501
87,11,1,501
92,11,1,501
106,11,1,501
111,11,1,501
126,11,1,501
128,11,1,501
134,11,1,501
144,11,1,501
166,11,1,501
175,11,1,501
181,11,1,501
182,11,1,501
196,11,1,501
197,11,1,501
199,11,1,501
200,11,1,501
203,11,1,501
205,11,1,501
209,11,1,501
226,11,1,501
230,11,1,501
237,11,1,501
2,12,1,501
7,12,1,501
9,12,1,501
10,12,1,501
12,12,1,501
16,12,1,501
17,12,1,501
19,12,1,501
20,12,1,501
27,12,1,501
29,12,1,501
30,12,1,501
33,12,1,501
38,12,1,501
39,12,1,501
40,12,1,501
43,12,1,501
50,12,1,501
53,12,1,501
54,12,1,501
55,12,1,501
56,12,1,501
57,12,1,501
58,12,1,501
60,12,1,501
64,12,1,501
65,12,1,501
67,12,1,501
70,12,1,501
71,12,1,501
79,12,1,501
80,12,1,501
81,12,1,501
82,12,1,501
86,12,1,501
88,12,1,501
95,12,1,501
96,12,1,501
97,12,1,501
98,12,1,501
103,12,1,501
107,12,1,501
109,12,1,501
111,12,1,501
112,12,1,501
113,12,1,501
114,12,1,501
115,12,1,501
117,12,1,501
120,12,1,501
122,12,1,501
123,12,1,501
124,12,1,501
127,12,1,501
130,12,1,501
133,12,1,501
135,12,1,501
136,12,1,501
143,12,1,501
146,12,1,501
147,12,1,501
153,12,1,501
157,12,1,501
160,12,1,501
161,12,1,501
163,12,1,501
166,12,1,501
169,12,1,501
170,12,1,501
171,12,1,501
172,12,1,501
173,12,1,501
176,12,1,501
178,12,1,501
179,12,1,501
181,12,1,501
182,12,1,501
183,12,1,501
184,12,1,501
186,12,1,501
187,12,1,501
189,12,1,501
190,12,1,501
192,12,1,501
193,12,1,501
195,12,1,501
196,12,1,501
199,12,1,501
200,12,1,501
203,12,1,501
205,12,1,501
206,12,1,501
208,12,1,501
209,12,1,501
211,12,1,501
214,12,1,501
215,12,1,501
219,12,1,501
220,12,1,501
222,12,1,501
225,12,1,501
226,12,1,501
227,12,1,501
228,12,1,501
230,12,1,501
231,12,1,501
235,12,1,501
236,12,1,501
237,12,1,501
238,12,1,501
239,12,1,501
244,12,1,501
245,12,1,501
247,12,1,501
248,12,1,501
249,12,1,501
250,12,1,501
20,13,1,501
153,13,1,501
3,6,1,1001
5,6,1,1001
40,6,1,1001
41,6,1,1001
60,6,1,1001
81,6,1,1001
85,6,1,1001
99,6,1,1001
109,6,1,1001
114,6,1,1001
129,6,1,1001
136,6,1,1001
140,6,1,1001
144,6,1,1001
147,6,1,1001
158,6,1,1001
162,6,1,1001
177,6,1,1001
189,6,1,1001
200,6,1,1001
201,6,1,1001
215,6,1,1001
228,6,1,1001
229,6,1,1001
244,6,1,1001
5,7,1,1001
6,7,1,1001
13,7,1,1001
29,7,1,1001
32,7,1,1001
34,7,1,1001
40,7,1,1001
41,7,1,1001
57,7,1,1001
65,7,1,1001
68,7,1,1001
69,7,1,1001
73,7,1,1001
74,7,1,1001
76,7,1,1001
81,7,1,1001
89,7,1,1001
94,7,1,1001
99,7,1,1001
100,7,1,1001
101,7,1,1001
103,7,1,1001
105,7,1,1001
106,7,1,1001
112,7,1,1001
114,7,1,1001
115,7,1,1001
116,7,1,1001
126,7,1,1001
128,7,1,1001
129,7,1,1001
140,7,1,1001
141,7,1,1001
142,7,1,1001
147,7,1,1001
149,7,1,1001
152,7,1,1001
153,7,1,1001
158,7,1,1001
160,7,1,1001
162,7,1,1001
171,7,1,1001
175,7,1,1001
177,7,1,1001
179,7,1,1001
181,7,1,1001
183,7,1,1001
189,7,1,1001
198,7,1,1001
201,7,1,1001
207,7,1,1001
214,7,1,1001
216,7,1,1001
218,7,1,1001
228,7,1,1001
229,7,1,1001
232,7,1,1001
233,7,1,1001
247,7,1,1001
116,8,1,1001
4,9,1,1001
6,9,1,1001
7,9,1,1001
12,9,1,1001
13,9,1,1001
15,9,1,1001
17,9,1,1001
22,9,1,1001
23,9,1,1001
24,9,1,1001
31,9,1,1001
32,9,1,1001
35,9,1,1001
36,9,1,1001
37,9,1,1001
38,9,1,1001
39,9,1,1001
42,9,1,1001
43,9,1,1001
45,9,1,1001
46,9,1,1001
47,9,1,1001
49,9,1,1001
51,9,1,1001
58,9,1,1001
59,9,1,1001
60,9,1,1001
61,9,1,1001
63,9,1,1001
64,9,1,1001
65,9,1,1001
68,9,1,1001
74,9,1,1001
77,9,1,1001
78,9,1,1001
81,9,1,1001
84,9,1,1001
87,9,1,1001
89,9,1,1001
90,9,1,1001
94,9,1,1001
98,9,1,1001
100,9,1,1001
103,9,1,1001
105,9,1,1001
106,9,1,1001
109,9,1,1001
112,9,1,1001
115,9,1,1001
116,9,1,1001
118,9,1,1001
121,9,1,1001
126,9,1,1001
129,9,1,1001
132,9,1,1001
133,9,1,1001
135,9,1,1001
136,9,1,1001
137,9,1,1001
138,9,1,1001
141,9,1,1001
143,9,1,1001
147,9,1,1001
151,9,1,1001
153,9,1,1001
154,9,1,1001
162,9,1,1001
167,9,1,1001
170,9,1,1001
171,9,1,1001
174,9,1,1001
177,9,1,1001
178,9,1,1001
181,9,1,1001
183,9,1,1001
188,9,1,1001
190,9,1,1001
193,9,1,1001
194,9,1,1001
195,9,1,1001
197,9,1,1001
199,9,1,1001
201,9,1,1001
202,9,1,1001
206,9,1,1001
207,9,1,1001
209,9,1,1001
211,9,1,1001
215,9,1,1001
216,9,1,1001
217,9,1,1001
219,9,1,1001
222,9,1,1001
223,9,1,1001
224,9,1,1001
225,9,1,1001
228,9,1,1001
237,9,1,1001
248,9,1,1001
1,10,1,1001
3,10,1,1001
4,10,1,1001
5,10,1,1001
7,10,1,1001
9,10,1,1001
10,10,1,1001
12,10,1,1001
13,10,1,1001
14,10,1,1001
15,10,1,1001
16,10,1,1001
21,10,1,1001
23,10,1,1001
24,10,1,1001
27,10,1,1001
29,10,1,1001
31,10,1,1001
32,10,1,1001
34,10,1,1001
35,10,1,1001
36,10,1,1001
37,10,1,1001
38,10,1,1001
40,10,1,1001
43,10,1,1001
44,10,1,1001
46,10,1,1001
48,10,1,1001
51,10,1,1001
53,10,1,1001
57,10,1,1001
58,10,1,1001
59,10,1,1001
62,10,1,1001
63,10,1,1001
64,10,1,1001
68,10,1,1001
69,10,1,1001
72,10,1,1001
73,10,1,1001
74,10,1,1001
76,10,1,1001
77,10,1,1001
78,10,1,1001
81,10,1,1001
84,10,1,1001
87,10,1,1001
89,10,1,1001
91,10,1,1001
93,10,1,1001
94,10,1,1001
95,10,1,1001
98,10,1,1001
100,10,1,1001
101,10,1,1001
102,10,1,1001
103,10,1,1001
108,10,1,1001
109,10,1,1001
110,10,1,1001
112,10,1,1001
114,10,1,1001
115,10,1,1001
116,10,1,1001
117,10,1,1001
118,10,1,1001
119,10,1,1001
121,10,1,1001
123,10,1,1001
125,10,1,1001
126,10,1,1001
127,10,1,1001
128,10,1,1001
132,10,1,1001
133,10,1,1001
134,10,1,1001
136,10,1,1001
137,10,1,1001
138,10,1,1001
141,10,1,1001
144,10,1,1001
145,10,1,1001
147,10,1,1001
153,10,1,1001
154,10,1,1001
156,10,1,1001
159,10,1,1001
160,10,1,1001
162,10,1,1001
163,10,1,1001
164,10,1,1001
167,10,1,1001
168,10,1,1001
170,10,1,1001
171,10,1,1001
173,10,1,1001
174,10,1,1001
177,10,1,1001
180,10,1,1001
183,10,1,1001
184,10,1,1001
185,10,1,1001
188,10,1,1001
189,10,1,1001
190,10,1,1001
191,10,1,1001
194,10,1,1001
197,10,1,1001
199,10,1,1001
201,10,1,1001
202,10,1,1001
204,10,1,1001
205,10,1,1001
206,10,1,1001
207,10,1,1001
209,10,1,1001
211,10,1,1001
213,10,1,1001
217,10,1,1001
218,10,1,1001
219,10,1,1001
221,10,1,1001
222,10,1,1001
224,10,1,1001
225,10,1,1001
226,10,1,1001
227,10,1,1001
228,10,1,1001
229,10,1,1001
232,10,1,1001
237,10,1,1001
239,10,1,1001
241,10,1,1001
246,10,1,1001
247,10,1,1001
58,11,1,1001
79,11,1,1001
177,11,1,1001
179,11,1,1001
180,11,1,1001
181,11,1,1001
197,11,1,1001
2,12,1,1001
6,12,1,1001
7,12,1,1001
9,12,1,1001
10,12,1,1001
11,12,1,1001
12,12,1,1001
16,12,1,1001
17,12,1,1001
19,12,1,1001
20,12,1,1001
27,12,1,1001
28,12,1,1001
29,12,1,1001
30,12,1,1001
33,12,1,1001
38,12,1,1001
39,12,1,1001
40,12,1,1001
43,12,1,1001
44,12,1,1001
50,12,1,1001
52,12,1,1001
53,12,1,1001
54,12,1,1001
55,12,1,1001
56,12,1,1001
57,12,1,1001
58,12,1,1001
60,12,1,1001
64,12,1,1001
65,12,1,1001
67,12,1,1001
70,12,1,1001
71,12,1,1001
79,12,1,1001
80,12,1,1001
81,12,1,1001
82,12,1,1001
86,12,1,1001
87,12,1,1001
88,12,1,1001
95,12,1,1001
96,12,1,1001
97,12,1,1001
98,12,1,1001
101,12,1,1001
103,12,1,1001
107,12,1,1001
109,12,1,1001
111,12,1,1001
112,12,1,1001
113,12,1,1001
114,12,1,1001
115,12,1,1001
116,12,1,1001
117,12,1,1001
120,12,1,1001
122,12,1,1001
123,12,1,1001
124,12,1,1001
127,12,1,1001
129,12,1,1001
130,12,1,1001
131,12,1,1001
133,12,1,1001
135,12,1,1001
136,12,1,1001
143,12,1,1001
146,12,1,1001
147,12,1,1001
152,12,1,1001
153,12,1,1001
157,12,1,1001
160,12,1,1001
161,12,1,1001
163,12,1,1001
166,12,1,1001
169,12,1,1001
170,12,1,1001
171,12,1,1001
172,12,1,1001
173,12,1,1001
176,12,1,1001
178,12,1,1001
179,12,1,1001
181,12,1,1001
182,12,1,1001
183,12,1,1001
184,12,1,1001
186,12,1,1001
187,12,1,1001
189,12,1,1001
190,12,1,1001
191,12,1,1001
192,12,1,1001
193,12,1,1001
195,12,1,1001
196,12,1,1001
199,12,1,1001
200,12,1,1001
203,12,1,1001
205,12,1,1001
206,12,1,1001
208,12,1,1001
209,12,1,1001
211,12,1,1001
212,12,1,1001
213,12,1,1001
215,12,1,1001
219,12,1,1001
220,12,1,1001
221,12,1,1001
222,12,1,1001
225,12,1,1001
226,12,1,1001
227,12,1,1001
228,12,1,1001
230,12,1,1001
231,12,1,1001
235,12,1,1001
236,12,1,1001
237,12,1,1001
238,12,1,1001
239,12,1,1001
244,12,1,1001
245,12,1,1001
247,12,1,1001
248,12,1,1001
249,12,1,1001
250,12,1,1001
166,13,1,1001
193,13,1,1001
41,5,1,1501
60,5,1,1501
68,5,1,1501
126,5,1,1501
153,5,1,1501
164,5,1,1501
175,5,1,1501
224,5,1,1501
1,7,1,1501
5,7,1,1501
6,7,1,1501
7,7,1,1501
13,7,1,1501
14,7,1,1501
16,7,1,1501
23,7,1,1501
29,7,1,1501
32,7,1,1501
34,7,1,1501
36,7,1,1501
40,7,1,1501
41,7,1,1501
43,7,1,1501
46,7,1,1501
51,7,1,1501
58,7,1,1501
59,7,1,1501
64,7,1,1501
65,7,1,1501
69,7,1,1501
73,7,1,1501
74,7,1,1501
75,7,1,1501
76,7,1,1501
81,7,1,1501
84,7,1,1501
85,7,1,1501
89,7,1,1501
94,7,1,1501
95,7,1,1501
98,7,1,1501
99,7,1,1501
100,7,1,1501
101,7,1,1501
103,7,1,1501
105,7,1,1501
109,7,1,1501
114,7,1,1501
115,7,1,1501
116,7,1,1501
126,7,1,1501
128,7,1,1501
133,7,1,1501
135,7,1,1501
136,7,1,1501
141,7,1,1501
142,7,1,1501
143,7,1,1501
144,7,1,1501
147,7,1,1501
149,7,1,1501
152,7,1,1501
153,7,1,1501
160,7,1,1501
162,7,1,1501
164,7,1,1501
175,7,1,1501
177,7,1,1501
179,7,1,1501
181,7,1,1501
183,7,1,1501
189,7,1,1501
194,7,1,1501
200,7,1,1501
201,7,1,1501
206,7,1,1501
207,7,1,1501
214,7,1,1501
215,7,1,1501
216,7,1,1501
218,7,1,1501
224,7,1,1501
229,7,1,1501
232,7,1,1501
233,7,1,1501
244,7,1,1501
247,7,1,1501
22,8,1,1501
41,8,1,1501
69,8,1,1501
