sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,lnlike,likelihood,prior_prob
1001,1.42997858636081,0,0.101577184936032,0.8,0.129697611206211,1,8,2.3100821786793,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.57557047554292,0,0.356528362492099,0,0,0,-0.593469718657433,0,0,1.73479241840541,0,0,0.177472721319645,-2040.9136445986,-1594.64343839889,-446.270206199708
1101,1.36498779058456,0,0.0590394716989251,0.8,0.0912920455448329,1,8,2.23783796967473,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.582453138288112,0,0.800329310586675,0,0,0,-0.593729650275781,0,0,1.90302339545451,0,0,0.180858202464878,-2056.68071841323,-1584.09540194632,-472.585316466911
1201,1.56687920521945,0,0.0293183989403771,0.8,0.106066583213396,1,8,2.23783796967473,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.133356643468143,0,0.712291950033976,0,0,0,-0.489801833685487,0,0,1.57452011555433,0,0,0.503117378987372,-2079.20107163463,-1579.88485524814,-499.316216386488
1301,1.60059188026935,0,0.0592559121828528,0.8,0.165363626345061,1,8,2.23783796967473,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.200958533538505,0,1.03117152168415,0,0,0,-0.344578730734065,0,0,2.05670126727782,0,0,0.438529321970418,-2060.1468958891,-1596.70764180815,-463.439254080954
1401,1.63568310886621,0,0.0820232915272938,0.8,0.152941447636113,1,8,2.09440164174885,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.228823002288119,0,0.738092631660399,0,0,0,-0.522128492873162,0,0,1.81540286680684,0,0,0.368853931408375,-2143.33323465689,-1587.59522686808,-555.738007788818
1501,1.6686138227582,0,0.0461324080172928,0.8,0.173478078190237,1,8,2.07924456475303,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0588467600755376,0,0.910274477442725,0,0,0,-0.73111388226971,0,0,1.86795971309766,0,0,0.361859890911727,-1989.2750492961,-1589.46063453129,-399.81441476481
1601,1.68610569871962,0,0.0703012859169393,0.8,0.144345338759013,1,8,2.06759282934945,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0741178085096204,0,0.833145174803211,0,0,0,-0.681924660038203,0,0,2.04886073376984,0,0,0.70824037385173,-1956.46735258754,-1572.50824006663,-383.959112520912
1701,2.01607628855854,0,0.142972865952179,0.8,0.189796363492496,1,8,2.06759282934945,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.232299236999823,0,0.875120376143602,0,0,0,-0.416037512710317,0,0,1.9372242604848,0,0,0.0964293628465374,-2031.17209422692,-1573.954807567,-457.217286659918
1801,2.76889737285674,0,0.0913069877028464,0.8,0.226472875545733,1,8,2.16847723722458,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.33263213871978,0,0.839310589851809,0,0,0,-0.530306236352772,0,0,1.63724526637234,0,0,0.408484756899996,-2014.48142472957,-1560.71529105099,-453.766133678579
1901,2.63215909749269,0,0.152317414381541,0.8,0.224756378727034,1,8,2.16847723722458,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.414832014730198,0,1.00219087256118,0,0,0,-0.720375918457284,0,0,1.81107005416416,0,0,0.643738019559531,-2016.59047335049,-1557.11271645011,-459.477756900375
2001,2.18709188699722,0,0.14388868112117,0.8,0.196838798513636,1,8,2.16847723722458,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.178119141841306,0,0.984192406293002,0,0,0,-0.215962776215746,0,0,1.78152001509443,0,0,0.321532339276744,-2092.37180674969,-1563.66093943066,-528.710867319023
2101,2.03863500302312,0,0.103501287151824,0.8,0.17521367306539,1,8,2.19727219589844,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0440277552209301,0,0.713583386339187,0,0,0,-0.325787265000471,0,0,2.41887311467855,0,0,1.00505305501074,-2061.6112779915,-1569.65503010568,-491.956247885821
2201,2.09448510298764,0,0.0997390820378457,0.8,0.215620381533925,1,8,2.19727219589844,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.43122043235026,0,1.2667181019627,0,0,0,-0.68998841141705,0,0,2.27293725320599,0,0,0.621513025645556,-2106.36860022556,-1580.26796903756,-526.100631188004
2301,2.36174486329079,0,0.132411568738561,0.8,0.199249851516258,1,8,2.15685065122365,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.14734730150408,0,1.45255264745298,0,0,0,-0.184633643994892,0,0,2.24159595029939,0,0,0.621513025645556,-1951.91401993304,-1570.03716201276,-381.876857920288
2401,2.18289422401298,0,0.166556858943401,0.8,0.184464873329784,1,8,2.15685065122365,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.146233485305861,0,1.05244696027072,0,0,0,-0.414875960195607,0,0,2.23693445321583,0,0,0.94861548061016,-2036.92032530351,-1556.758680909,-480.161644394504
2501,2.3699609221342,0,0.296159669894566,0.8,0.19375435460583,1,8,2.13789122230368,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.18289132336438,0,0.980297604152447,0,0,0,-0.434784611363836,0,0,1.93114257641851,0,0,0.991365790328766,-1904.11114729728,-1582.0418798872,-322.069267410077
2601,2.60859467162377,0,0.132059352221713,0.8,0.210304257006387,1,8,2.1849896794213,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.134581232980945,0,1.22234438300931,0,0,0,-0.159571288150307,0,0,2.50289508030058,0,0,1.11640054193836,-1881.69964883223,-1568.7808141229,-312.918834709336
2701,2.05598772095332,0,0.0782451536737907,0.8,0.160031426700872,1,8,2.1849896794213,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.102992245661096,0,1.62946999443704,0,0,0,0.132822605890498,0,0,2.85622631524965,0,0,1.26022295072809,-1892.10304539742,-1568.09377334587,-324.009272051549
2801,2.52433312923215,0,0.359341261908259,0.8,0.162718449024096,1,8,2.1849896794213,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0410613125444947,0,1.33852053178335,0,0,0,0.00036619347963418,0,0,2.69746323603901,0,0,1.08036561817315,-1957.89114532891,-1563.46578119467,-394.425364134234
2901,2.34403385534459,0,0.348869348052694,0.8,0.144520603424034,1,8,2.14261013453996,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.131890498720072,0,1.54325586616349,0,0,0,-0.0858386432507334,0,0,2.5830768094303,0,0,0.871720491160834,-2010.84893933254,-1565.13823720763,-445.710702124906
3001,2.21854422761759,0,0.383201013830659,0.8,0.117446547686025,1,8,2.14261013453996,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.131890498720072,0,0.93328829645159,0,0,0,0.0399188844721876,0,0,2.72827159253063,0,0,1.03001555386002,-1900.23780793241,-1570.16731470679,-330.070493225619
3101,2.17772319869765,0,0.439647311823952,0.8,0.107635916959246,1,8,2.14261013453996,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0524948898399638,0,0.949952105609317,0,0,0,-0.331431150748982,0,0,2.41875295617368,0,0,0.638772590373951,-2033.97457667325,-1559.59692385753,-474.37765281572
3201,2.70480889086613,0,0.557949224227434,0.8,0.168772253008412,1,8,2.14738702006494,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.278888618621312,0,0.949952105609317,0,0,0,-0.505789404290544,0,0,2.33248819069001,0,0,0.580820018629672,-1942.12980516067,-1581.86745744783,-360.262347712834
3301,2.73385708367183,0,0.468832475231263,0.8,0.156102996246076,1,8,2.14738702006494,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.314892442123625,0,1.04961427854331,0,0,0,-0.616926096092794,0,0,2.32867841068348,0,0,1.06350860234949,-1901.16077660953,-1551.31037009855,-349.850406510988
3401,3.2805123296113,0,0.543010053841079,0.8,0.166815651233758,1,8,2.10858728205061,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0457073027166617,0,0.609080349456131,0,0,0,-0.553346342686093,0,0,1.93565776069647,0,0,0.654802378791221,-1923.93153009483,-1545.75728726265,-378.17424283218
3501,3.29945981445133,0,0.646676582052789,0.8,0.158222817694083,1,8,2.10858728205061,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.335360264961408,0,0.735038973529679,0,0,0,-0.750688127567537,0,0,2.05967168215833,0,0,0.898434727106579,-1940.73529970591,-1538.06396623859,-402.671333467314
3601,3.3210269863895,0,0.639578173005483,0.8,0.159655488189787,1,8,2.18414035265673,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.00816436509630991,0,0.970260688977892,0,0,0,-0.497907728652503,0,0,2.18357604922288,0,0,0.96246191060253,-1888.56856154981,-1547.571359465,-340.997202084814
3701,3.53099116388783,0,0.88273877912847,0.8,0.174464707351869,1,8,2.12474446465934,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.478180967457099,0,1.06500292365655,0,0,0,-0.561351069718592,0,0,2.01755188359486,0,0,0.804269843742673,-1888.8055561407,-1551.26362023721,-337.54193590349
3801,3.33487703345552,0,0.863760813206732,0.8,0.135918544584838,1,8,2.12474446465934,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.203262661958058,0,0.940736823780847,0,0,0,-0.819023071753948,0,0,2.26173086029828,0,0,0.605858898449364,-1921.78503244355,-1536.7840030567,-385.001029386859
3901,3.33487703345552,0,0.78901382086911,0.8,0.130504002096191,1,8,2.14038457025797,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0596703164159984,0,0.846272486848669,0,0,0,-0.229159252125688,0,0,2.36609770222927,0,0,0.581158421256295,-1913.17856085923,-1537.24079666989,-375.937764189346
4001,3.15993682779191,0,0.635783046539894,0.8,0.156030020602985,1,8,2.14038457025797,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.234969083404099,0,1.25001658116521,0,0,0,-0.113815065174663,0,0,2.7196611304453,0,0,0.815435706846677,-1889.96304425126,-1543.23024219839,-346.732802052874
4101,3.06852313149579,0,0.891379528700812,0.8,0.185034795040075,1,8,2.01430074771203,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.226623858823325,0,1.37042311748133,0,0,0,-0.169388906515933,0,0,2.31259231682925,0,0,0.793695113379518,-1943.4162815176,-1541.14645654446,-402.269824973143
4201,3.57455026748114,0,0.603650968297818,0.8,0.185034795040075,1,8,2.01430074771203,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.174904191566918,0,1.26573961216203,0,0,0,-0.413869713742518,0,0,2.04046271974794,0,0,1.12862493347893,-1861.22180239585,-1518.95921966194,-342.262582733911
4301,3.53284805922732,0,0.736084571300988,0.8,0.171648185602046,1,8,1.97180888824591,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.130688271781528,0,0.852410556438114,0,0,0,-0.0234575204939369,0,0,2.5373830590209,0,0,0.99054654197203,-1884.11554491045,-1534.33488237162,-349.780662538829
4401,2.73359551782735,0,0.57171527875096,0.8,0.134920652917862,1,8,1.97180888824591,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0809824879607826,0,1.07547480256505,0,0,0,-0.0809596567994069,0,0,2.56506881517179,0,0,0.789184144024706,-1897.15692303271,-1537.17354046378,-359.983382568935
4501,3.04429457650677,0,0.729278997940286,0.8,0.157667642652783,1,8,2.04849989661766,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.234244839245843,0,0.940182151551377,0,0,0,-0.149786285241311,0,0,2.38741672430995,0,0,1.19558252299025,-1875.62233415163,-1539.40354995764,-336.218784193992
4601,3.46481404548754,0,0.849341361894062,0.8,0.175318607222215,1,8,2.10835367299994,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.108150706160552,0,1.03039666001491,0,0,0,-0.459174832176835,0,0,2.54410547873074,0,0,1.22024436746228,-1864.22355507254,-1528.6283258857,-335.595229186836
4701,3.10241624499585,0,0.673535113247719,0.8,0.150595710780328,1,8,2.15480535042175,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.24907714541578,0,0.947394082221956,0,0,0,-0.48972573724508,0,0,2.40345187625939,0,0,1.0388183567891,-1915.6384922155,-1535.6418988045,-379.996593411004
4801,3.20529752869039,0,0.801550360690371,0.8,0.152847567747794,1,8,2.124472677539,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0814522170010852,0,0.925485385121836,0,0,0,-0.611903120672573,0,0,2.59852029343815,0,0,1.07852179343892,-1902.82980493501,-1539.72823234874,-363.10157258627
4901,3.03184177763221,0,0.594512974798898,0.8,0.134541877003651,1,8,2.08632527975617,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.142315865610944,0,0.97244726124279,0,0,0,-0.688572862207537,0,0,2.29995114119558,0,0,0.800344537388879,-1918.52790150076,-1548.32984170436,-370.198059796404
5001,3.04298549511292,0,0.746107988797986,0.8,0.135624126998155,1,8,2.16465723593201,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0506730358942629,0,1.0467126357157,0,0,0,-0.478056972399549,0,0,2.60536198938633,0,0,1.00430438142353,-1904.67132862315,-1561.26999519042,-343.401333432734
5101,3.10386302900812,0,0.829505726610594,0.8,0.155032288056181,1,8,2.17267602836305,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0347539074771932,0,1.335507059042,0,0,0,-0.0107477182219129,0,0,2.9332334003071,0,0,0.926634153067198,-1896.45645301616,-1556.77014011077,-339.686312905396
5201,3.50153358252664,0,0.843938059979057,0.8,0.164022499368642,1,8,2.12844296443988,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.126231312484081,0,0.922615043172043,0,0,0,-0.532070081044172,0,0,2.61301507624955,0,0,1.10187730231709,-1878.69160970048,-1533.91782330253,-344.773786397948
5301,3.44118762122095,0,0.717976385360008,0.8,0.164763713630761,1,8,1.96455287402493,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.122794652449558,0,1.14557571329384,0,0,0,-0.262363812233488,0,0,2.33086598029107,0,0,1.3395758931061,-1865.73755160508,-1524.48389055648,-341.253661048603
5401,2.97919463240979,0,0.899305035326348,0.8,0.180451387688076,1,8,1.99176422666171,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.212225764034147,0,1.02596885687263,0,0,0,-0.135907274379022,0,0,2.46369919637557,0,0,1.18573508083015,-1897.94058797559,-1556.25126228673,-341.689325688861
5501,3.30625560703742,0,0.707755437633799,0.8,0.203802075677227,1,8,2.14364078717167,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.136264073336688,0,1.39196259818657,0,0,0,-0.0668654560002713,0,0,2.60037898560821,0,0,1.42300579465823,-1893.89577362296,-1546.35565950438,-347.540114118577
5601,3.53365824404058,0,0.668871271598625,0.8,0.187524274074385,1,8,2.07594460684248,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.42303788649359,0,1.26875722036338,0,0,0,-0.0917402932617328,0,0,2.5401445687555,0,0,1.33893499959947,-1912.52340934913,-1530.07403446881,-382.449374880325
5701,3.05432209722511,0,0.758664553177248,0.8,0.182538518957948,1,8,2.07761424993529,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0688396438222076,0,0.822074629667096,0,0,0,-0.135111720269063,0,0,2.53684806575428,0,0,1.31821418677189,-1998.46240309004,-1550.79873499549,-447.663668094545
5801,3.53137539901028,0,0.776107935842613,0.8,0.181216558900705,1,8,2.14471402197176,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0818240060589495,0,1.02788607756587,0,0,0,-0.46189330671375,0,0,2.70236919664297,0,0,0.9744586429114,-1884.25022528279,-1525.06175077178,-359.188474511008
5901,3.37016490448498,0,0.872426841932566,0.8,0.141671746681703,1,8,2.09394943140342,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0818240060589495,0,1.02351791841318,0,0,0,-0.803254464018674,0,0,2.4924204673787,0,0,1.014194419723,-1893.7717978852,-1534.98317019344,-358.78862769176
6001,3.53227612727889,0,0.84981206175929,0.8,0.151914940097349,1,8,2.09394943140342,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0818240060589495,0,0.932053948268041,0,0,0,-0.197924523786982,0,0,2.15050876194565,0,0,0.64415746096104,-1907.03777814448,-1533.3464157289,-373.691362415579
6101,3.55349271961552,0,0.689450063055294,0.8,0.15226801387992,1,8,2.09541303618982,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.092744088270734,0,0.990254529958763,0,0,0,-0.0509933112480665,0,0,2.13046493534852,0,0,1.1661352320622,-1923.90735622641,-1551.10761897999,-372.799737246417
6201,3.24894819349984,0,0.566872572604581,0.8,0.191540544075575,1,8,2.18871259920548,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.331375823371361,0,1.0968049388548,0,0,0,-0.0898636340535628,0,0,2.77327720820326,0,0,1.27976127898462,-1835.08892899606,-1543.96965629632,-291.119272699743
6301,3.59446232690476,0,0.751496620078404,0.8,0.184370209556318,1,8,2.00601194266241,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.282985037211402,0,1.31363196363992,0,0,0,-0.071958051444911,0,0,2.31953156196019,0,0,1.24012453354474,-1871.47447441648,-1526.54739996508,-344.927074451402
6401,4.12019722285926,0,0.993954028133064,0.8,0.196807311142705,1,8,2.0281442327478,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.196524324270228,0,1.05959615079387,0,0,0,-0.227262866695682,0,0,2.39043189239122,0,0,1.06696478113036,-1831.63184396354,-1525.45863028825,-306.173213675292
6501,4.01791181094886,0,0.991057780255219,0.8,0.193745150189069,1,8,2.10862296892468,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.222933882806259,0,1.28221811547816,0,0,0,-0.206881228343411,0,0,2.74992632894366,0,0,1.0154762158342,-1917.56697550188,-1541.9929338685,-375.574041633381
6601,3.75297387865427,0,0.879419409684427,0.8,0.171834372412379,1,8,1.99938176077302,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0782150868998781,0,1.20092037136418,0,0,0,-0.0958446449292341,0,0,2.14099488101661,0,0,1.02103777321542,-1881.92865800675,-1524.80330468426,-357.125353322489
6701,3.34296791036014,0,0.825377599755386,0.8,0.157253751017624,1,8,2.07648966348031,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.410678493641775,0,1.06190243272226,0,0,0,-0.124277056027319,0,0,2.8361445678066,0,0,0.922920891896212,-1903.23782691933,-1546.02645248347,-357.211374435858
6801,3.08365766610075,0,0.704380620452039,0.8,0.139712855584134,1,8,2.08904576069381,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.207068666032121,0,0.981996642422295,0,0,0,-0.267433355605491,0,0,2.40859502051925,0,0,0.774845204672868,-1924.6044768935,-1558.72132751433,-365.883149379166
6901,3.41941664249936,0,0.704380620452039,0.8,0.16067277520377,1,8,2.13830268369891,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.416101541377274,0,0.969521728932726,0,0,0,-0.445810248713158,0,0,2.51647545859054,0,0,0.749645513862435,-1930.03299542611,-1564.57011110005,-365.462884326058
7001,3.48867455315465,0,0.54721931220769,0.8,0.173005797693066,1,8,2.04718997133974,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.345243387423877,0,1.22469830794825,0,0,0,-0.419086871285551,0,0,2.46527693801058,0,0,0.970715848960684,-1878.67021325418,-1550.1597512849,-328.510461969282
7101,3.47763230884994,0,0.754618661700607,0.8,0.165250612854733,1,8,2.12721525809877,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.219190776601538,0,1.20064063275679,0,0,0,-0.727323906393258,0,0,2.19058252635349,0,0,0.986218736828576,-1893.66506372214,-1540.91141448646,-352.753649235675
7201,3.32110227506296,0,0.688158547827202,0.8,0.17173993290376,1,8,2.10948727316957,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0251165665356998,0,1.11798818284828,0,0,0,-0.365025861159421,0,0,2.61838193731307,0,0,1.08130105758018,-1907.94136393767,-1543.36564767306,-364.575716264608
7301,3.15183886088881,0,0.814013887958977,0.8,0.151486806948096,1,8,2.15372927715855,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.262568758727948,0,1.22374283565392,0,0,0,-0.64062554296343,0,0,2.58796349326412,0,0,1.09177020848335,-1879.57711981704,-1564.80249938586,-314.774620431189
7401,3.20726830838637,0,0.857366802957911,0.8,0.155943705304366,1,8,2.14467810609622,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.2588906444752,0,1.38420372605462,0,0,0,-0.303664791983824,0,0,2.51433731241258,0,0,0.850899909160109,-1991.57384967893,-1561.29480837876,-430.27904130017
7501,3.13154521473838,0,0.802379634240793,0.8,0.142966779976028,1,8,2.07200235675065,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.265973738228708,0,0.960102767991101,0,0,0,-0.43539666547628,0,0,2.51433731241258,0,0,1.16737021108767,-1934.7207682209,-1552.85194828005,-381.868819940849
7601,3.00235227096668,0,0.731439225066021,0.8,0.165192548557609,1,8,2.17610320793662,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.107890303332184,0,0.84943791967094,0,0,0,-0.356266152139858,0,0,2.65640562499764,0,0,0.981768402452204,-1880.26456508544,-1552.73253454648,-327.532030538966
7701,3.55066530909062,0,0.702075641350008,0.8,0.20167349469748,1,8,2.08155739351448,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0287589910886892,0,1.41734382991862,0,0,0,-0.469862530484474,0,0,2.42239211799904,0,0,0.981768402452204,-1898.08665867653,-1524.61767588482,-373.468982791707
7801,3.42373643393897,0,0.90022134149156,0.8,0.191318675976726,1,8,2.0026415154381,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.185231824370383,0,1.0160905352173,0,0,0,-0.381960070372358,0,0,2.66793594205106,0,0,1.22858720652571,-1853.23964714434,-1529.02700378497,-324.212643359364
7901,3.53513160801602,0,0.717374399572168,0.8,0.211999414074505,1,8,2.22148436594355,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0424250740063501,0,1.42955007235827,0,0,0,-0.214634089610218,0,0,2.75423018339087,0,0,1.12498867581002,-1856.21142342151,-1571.94350112991,-284.267922291596
