sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,lnlike,likelihood,prior_prob
3301,3.38168664690387,0,0.98649449357077,0.8,0.174086478908224,1,8,1.96940739955157,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0628924334937393,0,1.2144929390273,0,0,0,-0.230798268799591,0,0,2.6094415336004,0,0,1.10545565887063,-1867.10411795455,-1537.06833768531,-330.03578026924
3401,3.63267872801408,0,0.848845672516432,0.8,0.181784003797791,1,8,2.06692688778208,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.222370787966747,0,1.2144929390273,0,0,0,-0.443310197310109,0,0,2.65857011196125,0,0,0.76974365014278,-1887.61010595534,-1551.07962247612,-336.530483479221
3501,3.24311757375298,0,0.683421106621284,0.8,0.200529817002453,1,8,2.06692688778208,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.331643964987117,0,1.10962426572434,0,0,0,0.20764763410413,0,0,2.70256913960491,0,0,1.49805395563233,-1892.00547985295,-1548.83421168862,-343.17126816433
3601,2.85600650177465,0,0.695217684926272,0.8,0.132563932084364,1,8,1.99125840204325,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.138435516504822,0,1.13454630893418,0,0,0,-0.406751752435157,0,0,2.8011131479526,0,0,0.975934454602233,-1866.31386743486,-1542.11031218642,-324.203555248439
3701,3.2821176082764,0,0.77307330755492,0.8,0.128647230602744,1,8,2.06488144462854,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0767921039404391,0,1.20011882589316,0,0,0,-0.34923387363777,0,0,2.50964290909743,0,0,1.30670111239813,-1914.18633241382,-1557.2530509329,-356.933281480921
3801,3.14430941477553,0,0.940412898137272,0.8,0.178812773882974,1,8,1.99518857580524,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0198570774190205,0,0.998751692214384,0,0,0,-0.399332573340192,0,0,2.09611499392447,0,0,0.873468365971151,-1979.26161179866,-1558.58772001109,-420.673891787572
3901,3.18816098192,0,0.844795610792667,0.8,0.138852440911187,1,8,2.11488303265187,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.234659121549344,0,0.998751692214384,0,0,0,-0.412227122168436,0,0,2.3400378968625,0,0,1.19412965248205,-2017.57813088876,-1555.22847392084,-462.349656967924
4001,3.34080801736986,0,0.841407964611257,0.8,0.159718244376041,1,8,2.02862890528205,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.171467852698121,0,1.07856938793109,0,0,0,-0.588260425459659,0,0,2.13439115580084,0,0,1.11474528113418,-1902.07120357631,-1546.25313230645,-355.818071269855
4101,3.31720790852975,0,0.960027158490278,0.8,0.171327267913075,1,8,2.02862890528205,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0906676973262681,0,1.18579424024238,0,0,0,-0.133172116440147,0,0,2.41983795622172,0,0,1.00301674088719,-1916.69475990697,-1548.84243820864,-367.852321698326
4201,2.96304640296876,0,0.893484046364711,0.8,0.165116259047366,1,8,1.9947176412105,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.291476721464533,0,1.25973103500758,0,0,0,-0.162731208300745,0,0,2.32027790262076,0,0,1.17904140717517,-1935.91205586904,-1543.97443346392,-391.937622405119
4301,3.3651311345337,0,0.786850050828794,0.8,0.172049046301312,1,8,1.91399903898399,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.172326438778016,0,1.23259903763128,0,0,0,-0.334134563410564,0,0,2.62411483171298,0,0,1.23724449950452,-1888.26378523271,-1531.79065914505,-356.473126087655
4401,3.53418774020282,0,0.97373323502123,0.8,0.15677034066091,1,8,2.07074636048405,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0168173285314461,0,1.08107427762269,0,0,0,-0.14105270053777,0,0,2.51937114236372,0,0,1.32224131780378,-1880.20884835125,-1541.71719471225,-338.491653639001
4501,2.76302777830142,0,0.872553933450203,0.8,0.122363776420446,1,8,2.20991197932926,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0923247000005336,0,1.2960131398716,0,0,0,-0.301262416794393,0,0,2.74713079437608,0,0,1.31208943108136,-1920.47408600154,-1559.44289489955,-361.031191101994
4601,2.87832944009275,0,0.843313717949086,0.8,0.156961951322263,1,8,2.2712342856991,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0222647017917215,0,1.11425341542505,0,0,0,-0.0398101889720195,0,0,2.67343386058435,0,0,0.860646085771307,-1954.83504696759,-1573.77403787875,-381.061009088846
4701,2.98285233895108,0,0.714665412649979,0.8,0.176310796488576,1,8,2.11447137326046,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0370233481691007,0,1.3348681309433,0,0,0,-0.255006538122231,0,0,2.56669500561446,0,0,1.2150361595236,-1901.54287118913,-1553.24871932386,-348.294151865269
4801,2.97786130745895,0,0.712123150285611,0.8,0.163791048034549,1,8,2.22039009450509,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.175568716019677,0,1.49808601324556,0,0,0,-0.295502242715038,0,0,2.37418376729983,0,0,0.958839212804687,-1947.01991983569,-1558.47522889266,-388.544690943027
4901,2.79602605753099,0,0.543359215417177,0.8,0.141807353758661,1,8,2.20418313471913,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0043226047306888,0,1.32554024615369,0,0,0,-0.29789971137721,0,0,2.0050376094986,0,0,0.951183667641679,-1927.8737083345,-1556.54546228643,-371.328246048076
5001,3.44139178171299,0,0.960072078240684,0.8,0.194279922677131,1,8,2.01542456139155,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.47507331970128,0,1.51089228884224,0,0,0,-0.220733243669472,0,0,2.55368834701388,0,0,0.83920748725061,-1932.78437190038,-1552.4813099907,-380.303061909678
5101,3.30511343014872,0,0.898680809739798,0.8,0.173025329819004,1,8,2.11947966719059,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.229714260144695,0,1.23292902035731,0,0,0,-0.360034667656028,0,0,2.41872498132984,0,0,1.26434577568185,-1911.56626507179,-1545.05756074703,-366.508704324759
5201,3.63652679363993,0,0.893198958013588,0.8,0.16235600614106,1,8,2.07008560409633,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0403753163058926,0,1.15265626186923,0,0,0,-0.21625422864731,0,0,2.54591935586696,0,0,1.21536060068437,-1878.93062154988,-1534.19476805958,-344.735853490306
5301,3.86325273816603,0,0.870963369502186,0.8,0.192419299656091,1,8,2.07008560409633,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.281406298493511,0,1.16652373452394,0,0,0,-0.0584613248133223,0,0,2.39300505856705,0,0,1.4016124090299,-1885.18420226454,-1529.44756534009,-355.73663692445
5401,3.48806417674218,0,0.836151780468027,0.8,0.221841988193043,1,8,2.0837552366506,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.516212749442965,0,1.17865865909861,0,0,0,-0.278549813622179,0,0,2.62783954335609,0,0,1.29634233107044,-1963.22457358495,-1554.63579809516,-408.588775489789
5501,3.45222428869733,0,0.748449728578835,0.8,0.194639625466296,1,8,2.06210896460775,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.173509066496678,0,1.45052171026744,0,0,0,-0.0154412410996838,0,0,2.9571622688792,0,0,1.76675408599085,-1846.11451601331,-1536.64108405291,-309.473431960403
5601,3.7651443684071,0,0.950479206092951,0.8,0.188044498766986,1,8,1.98938184902827,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.148239590018695,0,1.38762157578122,0,0,0,-0.260597508029587,0,0,2.65188278732414,0,0,1.13698626190868,-1845.26192390435,-1521.20642219587,-324.055501708479
5701,3.50714286766775,0,0.744500224676175,0.8,0.214159804809133,1,8,1.92942694925,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.149823092613018,0,1.46840117223641,0,0,0,-0.311887749041328,0,0,2.92903196075508,0,0,1.3975495430898,-1824.55410795739,-1531.53387454705,-293.020233410337
5801,4.23261281064665,0,0.732886785890177,0.8,0.215068976103642,1,8,2.03357157429047,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.131469291243799,0,1.02871493241669,0,0,0,-0.366432909333329,0,0,2.54964192464517,0,0,0.96640885548917,-1853.25479967727,-1528.82004763448,-324.434752042783
5901,4.03417332697986,0,0.961755628686435,0.8,0.200671493046331,1,8,2.05943886744382,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.361490347794116,0,1.24785352001948,0,0,0,-0.379476428595939,0,0,2.4390330243989,0,0,1.39704189292264,-1844.26445171789,-1523.02063562358,-321.24381609431
6001,3.59235687021702,0,0.810995657892345,0.8,0.183965416674942,1,8,1.98220712369826,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0595652812081609,0,1.45909328977989,0,0,0,-0.259653765895392,0,0,2.73987356220653,0,0,0.992168059255261,-1931.82620410714,-1532.47475787417,-399.351446232971
6101,3.39637936576603,0,0.953926545300343,0.8,0.187273144253293,1,8,2.02473462454986,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.207433167974791,0,0.906107106680285,0,0,0,-0.221560355404551,0,0,2.3561498903533,0,0,1.03536229957632,-1916.42947455366,-1544.27303162309,-372.156442930574
6201,3.28657616983639,0,0.875881935184056,0.8,0.16989816786029,1,8,2.23076040434623,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0268296921702249,0,0.977101245945259,0,0,0,-0.356828817926597,0,0,2.24955966212959,0,0,0.90719185898574,-1906.31415067012,-1552.50241747611,-353.811733194005
6301,2.81412045180429,0,0.938901711449261,0.8,0.197606953853819,1,8,2.16872529413953,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0366355186218499,0,1.39209981983042,0,0,0,-0.178617757192698,0,0,2.41575933725593,0,0,1.16259437252616,-2036.66058405427,-1593.83444508377,-442.826138970491
6401,3.56767108636044,0,0.892301368713867,0.8,0.214013480027083,1,8,2.22832208505261,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.55675925997281,0,1.29633395568942,0,0,0,-0.331045816084115,0,0,2.41325364459524,0,0,0.998749936376115,-1933.89752238064,-1559.6511048928,-374.246417487841
6501,3.63146571061842,0,0.215405258643363,0.8,0.219319791098594,1,8,1.98395550625768,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.109365529033334,0,1.14740251464065,0,0,0,-0.458002907554575,0,0,2.50887152677266,0,0,1.14135167165468,-1917.24173316948,-1529.66601889214,-387.575714277343
6601,3.29744689578265,0,0.389790844905008,0.8,0.204781010009554,1,8,1.96094001914076,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.164279355232954,0,1.13675105533413,0,0,0,-0.22732682364946,0,0,2.50505154261972,0,0,1.3164598574904,-1881.46908459842,-1527.2771297861,-354.191954812321
6701,3.64620707688237,0,0.983370432368708,0.8,0.198921738646937,1,8,2.06515250160808,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.293453466692147,0,1.28523439667175,0,0,0,-0.446949936430471,0,0,2.74254519776665,0,0,1.42215611590663,-1926.85092833994,-1535.33253003937,-391.518398300569
6801,3.00989158323244,0,0.956579714592196,0.8,0.161437863278801,1,8,1.98944448540055,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0559630047857858,0,1.12907319772852,0,0,0,0.000381083669094728,0,0,2.55448822680921,0,0,1.30559828459942,-1906.6520289389,-1552.42437241269,-354.22765652621
6901,2.95674236637348,0,0.67190262451618,0.8,0.138624440636647,1,8,2.07833628654922,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.113520827351234,0,1.32049374237124,0,0,0,0.000381083669094728,0,0,2.73547000101775,0,0,1.09331998039507,-1888.4814124467,-1530.71118930924,-357.770223137459
7001,3.01350816660015,0,0.84584307942946,0.8,0.163656162694948,1,8,2.0369321312213,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0527692833587672,0,1.32054483860535,0,0,0,-0.265102760541059,0,0,2.5595542153282,0,0,1.15050472848463,-1908.36985051867,-1554.90582035754,-353.464030161132
7101,2.82631069194022,0,0.669240036650866,0.8,0.121697248302399,1,8,2.09374369337965,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0471755213671425,0,0.861995766885732,0,0,0,-0.0294498326175541,0,0,2.66573947177414,0,0,0.928719296044916,-1939.67128784796,-1566.57611918987,-373.095168658091
7201,2.98011757561877,0,0.587898832011536,0.8,0.173475219116322,1,8,2.13391759744265,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.478340264133249,0,1.1925389390289,0,0,0,-0.394573593773246,0,0,2.41525892783327,0,0,0.835401705034051,-1896.07575515843,-1540.5227093773,-355.553045781129
7301,2.75234519260817,0,0.684045845432565,0.8,0.165539491287292,1,8,2.15121490361424,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.148279082628175,0,1.11436616024875,0,0,0,-0.12880623684095,0,0,2.63992107239305,0,0,1.09506516086249,-2005.31017512259,-1563.8109767929,-441.499198329692
7401,2.71168700593492,0,0.843169761233874,0.8,0.138676046314888,1,8,2.10743216221514,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.433477109434094,0,1.33673118775558,0,0,0,-0.112725389959395,0,0,2.63992107239305,0,0,1.13998588519897,-1951.04158452814,-1561.64010413967,-389.401480388467
7501,2.86658376986358,0,0.82326425734926,0.8,0.116022830719867,1,8,2.06590982550491,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.118229956800994,0,1.23787160874454,0,0,0,-0.112725389959395,0,0,2.87526710727271,0,0,0.837930114148227,-1887.04111818229,-1545.06450136712,-341.976616815169
7601,2.82913153935196,0,0.799139958250857,0.8,0.120364995443911,1,8,2.06590982550491,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.0939457665065633,0,1.038086105509,0,0,0,0.00964520996525842,0,0,2.35556383278145,0,0,1.09559006346715,-1858.29706253084,-1551.48981603407,-306.807246496777
7701,3.03820682483915,0,0.760923781024824,0.8,0.148788827589888,1,8,2.02110165674206,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.0705007942591474,0,0.999253907047384,0,0,0,-0.285183484879209,0,0,2.04948333542783,0,0,0.847782071440628,-1942.80393260024,-1526.91010335864,-415.893829241601
7801,2.75668581980718,0,0.634613926576165,0.8,0.148788827589888,1,8,2.00505717192931,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0.192671292550294,0,1.24748828432547,0,0,0,-0.203809129141437,0,0,2.4225649983383,0,0,1.14410980943686,-1868.06365806305,-1541.42073599066,-326.642922072383
7901,2.75668581980718,0,0.5860807104945,0.8,0.154983793214825,1,8,2.25819205306069,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,-0.205688005188125,0,0.939800132756729,0,0,0,-0.458943122389581,0,0,2.21478184847439,0,0,0.721725523342604,-1889.35001324687,-1572.12663729035,-317.223375956526
