sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,lnlike,likelihood,prior_prob
1701,4.73730903128162,1.80757567286492,0.404256839589216,0.8,0.194226468657143,1,8,1.87810296507087,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2125.01044141076,-1616.68368965919,-508.326751751568
1801,5.01429232591763,1.46181211285293,0.405180751979351,0.8,0.194226468657143,1,8,1.87810296507087,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2073.38643789915,-1609.18401578917,-464.202422109977
1901,5.02036990942434,1.15859972890467,0.421658966741525,0.8,0.177827538596466,1,8,2.11065832490567,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2045.08857789856,-1641.63171519774,-403.456862700819
2001,4.83366116257384,1.58647505752742,0.393665004526265,0.8,0.190756679372862,1,8,2.11065832490567,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2077.79206893975,-1645.84833935743,-431.943729582319
2101,4.54445618516983,0.36903678207977,0.398022223734374,0.8,0.184403139159249,1,8,2.03982750873622,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2074.98272029892,-1636.43407815759,-438.548642141334
2201,5.53526831654736,2.27818608602507,0.51423213191258,0.8,0.2073896359836,1,8,1.88169617933297,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2030.59649559951,-1617.87508276686,-412.721412832652
2301,5.48018104301944,1.52238540402569,0.412204430102065,0.8,0.225371133117332,1,8,2.0145535943599,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2046.67695995242,-1627.7638906901,-418.913069262322
2401,5.55370786393155,0.464672061066866,0.453531811853835,0.8,0.217206017831456,1,8,1.99559169049055,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2043.16299681308,-1624.68577429281,-418.477222520266
2501,5.06110636215499,0.395517175588749,0.347378173314791,0.8,0.193986394641803,1,8,1.97187094896383,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2054.48713358912,-1632.76927693958,-421.717856649541
2601,5.18074387517991,1.29675063498426,0.511148025512275,0.8,0.208522696647396,1,8,1.98601847582185,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2083.84699516582,-1624.42047992762,-459.426515238207
2701,5.18075026953671,0.691755463101796,0.444849307019476,0.8,0.210114959158212,1,8,1.90810292600915,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2118.29342008652,-1617.28100785777,-501.012412228748
2801,4.84312455438597,1.65551645521852,0.485084602479635,0.8,0.185525874333423,1,8,1.98355673180319,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2122.80585241507,-1641.48240850662,-481.323443908453
2901,4.94195412047254,0.557796539766567,0.520765198075491,0.8,0.193321101226409,1,8,1.93044628452227,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2118.55341405835,-1616.22574707874,-502.327666979611
3001,5.04277898475943,1.60789995249932,0.427859173303006,0.8,0.190809852687323,1,8,2.06902331553565,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2103.65862085343,-1633.43849333977,-470.220127513654
3101,5.46356035916817,0.310645566758864,0.549772561784985,0.8,0.189241893972173,1,8,1.94712080303336,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2073.26837974962,-1635.12152868747,-438.146851062153
3201,5.05110826378735,0.0671780890430496,0.427170555510874,0.8,0.214287107674451,1,8,1.99810000207975,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2104.1145775871,-1617.81329363302,-486.301283954086
3301,4.9098172078429,0.876692037343726,0.411541963439679,0.8,0.200975151988084,1,8,1.91883251702147,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2111.86394769538,-1624.40206234699,-487.461885348394
3401,4.77801868975946,3.37648077044947,0.382837472204689,0.8,0.172592326506705,1,8,1.91779327445402,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2097.39659173441,-1599.95733677305,-497.439254961353
3501,5.22076081238124,1.34186091893424,0.531683260194476,0.8,0.17933230992175,1,8,1.97848131874587,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2121.09638338842,-1623.57324412937,-497.523139259049
3601,4.80346968790189,0.140324998502177,0.498277370062852,0.8,0.177324873724727,1,8,1.94440378014187,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2145.44484211838,-1641.35305098051,-504.091791137872
3701,4.41553517197539,4.12565192397283,0.370233153654209,0.8,0.190889633111954,1,8,1.94440378014187,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2133.75451204074,-1622.27426751513,-511.480244525607
3801,4.89625280507474,2.33346015037499,0.465548761145753,0.8,0.186307542076361,1,8,1.91188149522525,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2117.40717496756,-1610.14610813731,-507.261066830247
3901,5.10017648227101,1.47089003393941,0.47007432416058,0.8,0.191930626772105,1,8,1.90149025325945,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2076.03604715208,-1615.63680547545,-460.399241676629
4001,5.36637991036744,1.13305898405897,0.487054020869861,0.8,0.201095403614203,1,8,2.035334999621,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2087.13137914801,-1638.4597747689,-448.671604379116
4101,5.6356201584768,0.996168213825792,0.459511997625447,0.8,0.205321542560562,1,8,1.98529725563142,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2058.35962462292,-1619.08343811455,-439.27618650837
4201,5.64012927909735,2.1235211310224,0.577189812090231,0.8,0.2012064916593,1,8,2.05083216868971,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2056.39164295575,-1614.77834271879,-441.613300236953
4301,5.18193254810419,1.35940098294695,0.527898007910811,0.8,0.209403134648959,1,8,1.89145041427111,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2101.13315168419,-1620.73675823151,-480.396393452675
4401,5.10813528952902,0.701657119725746,0.330278067343735,0.8,0.21645361277174,1,8,2.01801595560702,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2098.51315959499,-1637.14643088595,-461.366728709043
4501,5.27139120987015,1.00700747914789,0.434249383179422,0.8,0.202836250549206,1,8,1.99072380664158,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2059.86639681561,-1611.95431211095,-447.912084704658
4601,5.134127977642,0.656156203612575,0.373484602192411,0.8,0.203886074976225,1,8,1.98953458339376,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2086.44275038483,-1620.35061242283,-466.092137962005
4701,4.8348071053159,1.37282092993415,0.438928928873461,0.8,0.195351863486601,1,8,2.02322455373519,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2075.7796673205,-1631.81876485288,-443.960902467619
4801,4.73633224677001,1.24537934990538,0.375703995755389,0.8,0.191999914219236,1,8,2.06499738783073,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2121.80981415198,-1639.97957483612,-481.83023931586
4901,5.07017295698508,0.20283505247804,0.450480675832457,0.8,0.200543302058398,1,8,1.92676826125061,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2080.6779539547,-1617.42648205744,-463.251471897262
5001,5.34932073112818,0.643330769236936,0.532275421061146,0.8,0.19705783933448,1,8,1.98525470075551,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2052.86371015049,-1612.07729984253,-440.786410307956
5101,5.68613294923663,1.2126569977747,0.550177958944185,0.8,0.226591802384845,1,8,1.96455910157108,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2115.49524570621,-1614.22655079461,-501.268694911592
5201,5.52107091512826,0.129470888274236,0.481275567485659,0.8,0.185664754319909,1,8,2.08183662905278,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2089.62012344205,-1648.62762209995,-440.9925013421
5301,5.01795363598817,1.46075638386147,0.519323624199024,0.8,0.182129424395887,1,8,1.99564161467172,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2105.56088912821,-1612.90217710672,-492.658712021493
5401,4.88221203123396,2.30024587413653,0.471853329482192,0.8,0.187627338232686,1,8,1.96969145240945,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2103.40543568153,-1625.6001469239,-477.80528875763
5501,4.62909802169567,2.21476301897422,0.395338735192729,0.8,0.208402199545882,1,8,1.88064387729997,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2147.92156876863,-1625.38387787669,-522.537690891943
5601,4.78102444974606,1.56542128318187,0.567435239336284,0.8,0.172882939493184,1,8,2.00042966037009,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2087.00094838394,-1647.62237331879,-439.378575065144
5701,5.13963794629853,1.70306460891276,0.420816338168949,0.8,0.179554672730473,1,8,1.92524159545705,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2059.80094544267,-1613.91683074132,-445.884114701342
5801,5.30973859710557,1.4011628166127,0.441270974315814,0.8,0.195639934215021,1,8,1.90929680379295,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2101.67394610273,-1619.25396837637,-482.419977726366
5901,5.56924545970389,0.411969759336983,0.522977396942279,0.8,0.200068427506209,1,8,1.82071856369153,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2059.2022528113,-1619.62139471446,-439.580858096841
6001,5.60542551420044,0.0175698815615519,0.690651486441056,0.8,0.190069327579917,1,8,2.14022199117686,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2101.34639782549,-1654.55512633094,-446.791271494548
