sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,rho,lnlike,likelihood,prior_prob
1001,4.70901975985616,1.30633885925636,0.465622981640045,0.8,0.175623947521672,1,8,1.94179114303552,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2087.11830237696,-1620.16824684269,-466.950055534277
1101,5.04663492627442,0.719472197350115,0.512381552907173,0.8,0.199339463352226,1,8,2.01432045549154,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2074.39920049797,-1656.62745465316,-417.771745844808
1201,4.74122748505324,0.533342618588358,0.422106397363823,0.8,0.200226589269005,1,8,1.90528708102647,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2095.59168241274,-1629.61279419696,-465.978888215785
1301,4.42593220360577,1.6641657105647,0.338793121792842,0.8,0.191147792944685,1,8,1.93015361379366,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2104.50155317202,-1617.05577595463,-487.44577721739
1401,4.37174206618219,2.30838485145942,0.346391093174461,0.8,0.203043326223269,1,8,1.93015361379366,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2136.07603954395,-1617.80661676437,-518.269422779579
1501,4.58142254203558,1.71077858926729,0.413769175184425,0.8,0.201313327299431,1,8,2.01747866172809,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2134.76725217339,-1617.14771081974,-517.619541353648
1601,4.68052468672395,0.924046251084657,0.376937962675002,0.8,0.196127712167799,1,8,2.01776326401159,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2119.1359210389,-1619.66622425303,-499.469696785867
1701,5.05753689743578,0.0882958955131488,0.496946154467296,0.8,0.185847344947979,1,8,1.99408200045582,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2089.39330899094,-1628.20597372883,-461.18733526211
1801,5.12113948632032,0.593402773421256,0.586301908923779,0.8,0.181251782225445,1,8,1.97856697777752,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2064.73133631862,-1642.09020898627,-422.641127332344
1901,5.04448767341673,0.112919523660092,0.501219265072141,0.8,0.180481665139087,1,8,2.02134516264778,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2071.73923076135,-1651.35529496713,-420.383935794216
2001,5.19542319513857,0.508501195069404,0.575620237507392,0.8,0.192601744574495,1,8,2.02829482557718,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2084.34114679906,-1671.48420951589,-412.856937283169
2101,5.26420655652471,0.692509244530152,0.611347622040699,0.8,0.190644361162911,1,8,2.02763661274479,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2026.22307385472,-1647.36076181694,-378.862312037784
2201,5.2750346613505,1.07117083748778,0.56965374139706,0.8,0.199281755838019,1,8,1.94493982848659,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2031.47280442293,-1646.54514722391,-384.927657199015
2301,5.34098263579288,0.949083300381017,0.467600061255418,0.8,0.211421692032771,1,8,2.0295438023409,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2057.2046074569,-1632.45603364994,-424.748573806966
2401,5.32753941259208,1.87417804887446,0.393240437248715,0.8,0.216311525558849,1,8,1.9317552650128,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2091.10299313471,-1617.12142634984,-473.981566784872
2501,5.39589444958043,0.823308304421436,0.291704661488472,0.8,0.216843516237047,1,8,1.90340937030087,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2030.19088283872,-1632.37208171117,-397.818801127545
2601,5.17401427470093,2.4151158885309,0.406480954244105,0.8,0.21336908813144,1,8,1.97978426781259,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2047.40302295758,-1621.68491653985,-425.718106417729
2701,4.92537776498257,1.57694489035189,0.349952345742153,0.8,0.216617141372678,1,8,1.97178961381294,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2099.76489049897,-1617.75271955475,-482.012170944219
2801,4.73943512190159,1.57694489035189,0.314184332777486,0.8,0.211240925250609,1,8,1.92548466717642,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2064.82809519723,-1607.28351424226,-457.544580954977
2901,5.09300709983976,2.8068356274249,0.341975211940793,0.8,0.205987830610974,1,8,1.92548466717642,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2062.8731569404,-1606.47918773241,-456.393969207991
3001,5.24127650105489,2.93365484850766,0.479341027195538,0.8,0.20346760595807,1,8,1.92548466717642,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2035.54245763661,-1605.13968649438,-430.402771142232
3101,5.75777525495576,0.109458229475671,0.556266812569579,0.8,0.200845890563782,1,8,2.06743602807815,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2068.08544263454,-1639.13926812654,-428.946174507993
3201,5.33304506035788,0.592701767886227,0.512935876340006,0.8,0.200272103610878,1,8,2.01344129985563,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2032.55014249446,-1644.15071097352,-388.39943152094
3301,5.6312330454942,1.80206100471088,0.474650244021777,0.8,0.209795837726209,1,8,2.01491208617087,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2068.55531591447,-1626.45466942446,-442.100646490008
3401,4.97008548000125,0.258364829285929,0.438173963963168,0.8,0.199953601222122,1,8,2.08125431656516,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2116.41107263203,-1641.51949910387,-474.891573528163
3501,5.30642269444444,1.26319911787448,0.59186983636433,0.8,0.207558191252985,1,8,2.09400482717983,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2128.33352411031,-1641.76103773231,-486.572486378003
3601,5.10998205119336,1.88893317928407,0.45240019847171,0.8,0.2024352899973,1,8,1.98740410147589,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2087.48888123204,-1605.59287843379,-481.896002798244
3701,5.07987256800897,4.32785993367354,0.501209665872617,0.8,0.202693178418852,1,8,2.02969183178746,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2118.16843182614,-1627.77973352303,-490.388698303104
3801,5.09569625871695,1.99588659612991,0.448370415358901,0.8,0.210556872856539,1,8,2.01096601504509,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2086.27335109195,-1626.36579367598,-459.907557415968
3901,5.34103680380986,1.92013887163411,0.437766003961899,0.8,0.215759763808173,1,8,2.02901253497144,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2057.17146537239,-1633.13088303626,-424.040582336126
4001,5.65232493790133,0.538171077086466,0.599686019168735,0.8,0.196555743358556,1,8,2.02443266278718,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2074.53883853113,-1630.02055913081,-444.518279400313
4101,5.52393202325496,0.0471535000422029,0.631811465466067,0.8,0.197606548710941,1,8,1.9517362127328,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2104.3163211293,-1646.19059854193,-458.125722587367
4201,5.53275724312732,0.070387675856716,0.562935373528612,0.8,0.194496703088681,1,8,1.97835686517212,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2046.52192488355,-1654.24463891008,-392.277285973474
4301,5.31361113709198,1.05425984542022,0.566607954725767,0.8,0.184733126908388,1,8,2.04149566320367,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2069.98950730353,-1664.462479008,-405.527028295533
4401,5.03675765596446,1.17776229120577,0.497259087213826,0.8,0.195485052893946,1,8,2.02206363803816,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2120.45186787264,-1645.52588734655,-474.925980526091
4501,5.54122868401884,0.266720888275753,0.480965052291078,0.8,0.201801587053521,1,8,2.07543588019767,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2051.76420860479,-1642.69222998175,-409.071978623044
4601,5.86442511784029,0.643217727915346,0.58691135326118,0.8,0.206444072762938,1,8,2.06132250439345,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2084.46965903706,-1627.78013283788,-456.689526199182
4701,5.24019886816319,0.785000335943882,0.590587989221207,0.8,0.193334816498317,1,8,1.97959500197104,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2102.03413847587,-1637.80525865245,-464.228879823421
4801,5.31635899824959,1.26134044931821,0.49157383474837,0.8,0.20059912094106,1,8,1.93363529957046,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2089.49734856519,-1627.34981395165,-462.147534613541
4901,5.05658891823972,2.60963894162506,0.503548661276843,0.8,0.198482473567155,1,8,2.02564862725753,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2074.92487599491,-1627.8265052466,-447.098370748312
5001,5.12991851455478,1.31614236679714,0.370793182394727,0.8,0.203030141174611,1,8,2.07264552278619,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2083.14184005671,-1643.10338535627,-440.038454700442
5101,4.98953720268543,1.55379491657617,0.400929286029494,0.8,0.193920072165284,1,8,2.03844422637932,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2095.510691046,-1633.39583251312,-462.114858532882
5201,4.96472820810705,1.3726338343614,0.376730514175905,0.8,0.186450928130321,1,8,1.99594312917401,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2110.85184329507,-1636.92174775653,-473.930095538533
5301,4.75613358735418,0.525696419755449,0.411065231447552,0.8,0.194795744646819,1,8,1.87953195930988,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2135.63656881231,-1611.00666757037,-524.629901241935
5401,4.99323673769434,0.31310348997873,0.334300065746992,0.8,0.221621752650335,1,8,1.94774321708123,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2133.03832697351,-1626.52056352308,-506.517763450432
5501,4.67492420863507,0.911547861798467,0.375040586524388,0.8,0.204597391926066,1,8,1.95684515373815,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2085.74726251744,-1631.4332307397,-454.314031777734
5601,5.02889492902186,1.23477834931509,0.407096132580835,0.8,0.186401487054196,1,8,1.9607042486151,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2080.96296212947,-1630.3892023212,-450.573759808275
5701,4.66349178263618,1.88126874353065,0.370304806368947,0.8,0.187685115798573,1,8,1.98225066867266,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2062.04745973867,-1633.20292357332,-428.844536165349
5801,4.58788393848426,2.66526299686469,0.414953537439673,0.8,0.185131625187471,1,8,2.05034628695626,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2106.39917882758,-1642.7051440698,-463.694034757783
5901,5.22230081314341,0.523009282964742,0.449909628790727,0.8,0.200136646695486,1,8,1.98390874689084,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2081.49586421965,-1629.10664092831,-452.389223291346
6001,4.7873909738849,1.46872405205573,0.417297417660901,0.8,0.191721779114245,1,8,1.99299563240051,0.333333333333333,0.333333333333333,0.9,6,6,0.2,0,0,2,0.5,0,1,0,0,0.373546189257668,0,0,0,1.18364332422208,0,0,0.164371387589953,0,0,2.59528080213779,0,0,-0.737773271856037,0,0,0,0.62066692128566,0,0,2.13199575188187,0,0,0.975564990118009,-2091.89916478627,-1627.93730217536,-463.961862610909
